language = Spanish
locales = SP
fallback = Francais


# Spanish localization Salvoxea 
# Kubifaktorium.v11.7.2022


MainMenu.NewCampaign  = Nueva campaña
Story.Mission07.Tier2.Outro.Dialogue7  =  Es verdad. Las necesidades de nuestra colonia han aumentado de una manera que no había previsto en absoluto. Es como si necesitáramos más y más cosas para estar satisfechos.
Story.Mission07.Tier2.Outro.Dialogue9  =  Sí, pero me pregunto si realmente nos hace más felices...
Story.Mission07.Tier3.Outro.Dialogue1  =  Al ver todos estos edificios antiguos, no puedo evitar pensar en las personas que los construyeron. ¿Quiénes eran? ¿Y cómo descubrieron el secreto que buscamos? Es una pena que ya no estén para responder a todas nuestras preguntas.
Story.Mission07.Tier3.Outro.Dialogue11  =  Y para producirlos, nuestra producción se ha vuelto realmente compleja, lo que requiere aún más recursos. Antes nos conformábamos con tan poco... Realmente hemos cambiado.
Story.Mission07.Tier3.Outro.Dialogue12  =  ¿Y si fuera este estilo de vida el que causara nuestra caída? ¿Y si esta fuera la maldición que acecha a nuestro pueblo y destruyó nuestra patria?
Story.Mission07.Tier3.Outro.Dialogue13  =  Mmm... tal vez tengas razón. Visto así, lo que dijo Grim tiene sentido... ¡Pero también estaba equivocado! No es demasiado tarde para que cambiemos. Nos damos cuenta de lo que está sucediendo, ¡así que podemos hacer algo al respecto!
Story.Mission07.Tier3.Outro.Dialogue14  =  Esta es precisamente la razón por la que estamos buscando el secreto de los antiguos de los mares de Aegir. Estas personas han logrado llevar una vida armoniosa y abundante, por lo que debe ser posible. ¡No olvidemos por qué estamos aquí!
Story.Mission07.Tier3.Outro.Dialogue15  =  Me pregunto si el secreto todavía puede ayudarnos. Tal vez ya estemos perdidos.
Story.Mission07.Tier3.Outro.Dialogue16  =  Hasta ahora, todo lo que hemos aprendido parece sugerir que el secreto podría salvarnos. Pero por otro lado, nuestra búsqueda nos ha traído aquí a este callejón sin salida...
Story.Mission07.Tier3.Outro.Dialogue17  =  Espero que todo vaya bien y terminemos lo que empezamos. Para el último paso, debemos construir los edificios a medida que nos expandimos hacia el norte. También podremos recolectar o cultivar las setas que allí crecen.
Story.Mission07.Tier3.Outro.Dialogue4  =  Lo que encuentro fascinante es que las construcciones en cada bioma son muy distintas. Los materiales disponibles en cada área deben haber influido en cómo construían los antiguos.
Story.Mission07.Tier3.Outro.Dialogue5  = No estamos seguros de que sean las mismas personas que construyeron estos monumentos. Incluso pueden haber sido construidos en diferentes épocas.
Story.Mission07.Tier3.Outro.Dialogue6  =  Es muy posible que estemos equivocados. Por desgracia, no hay una forma real de verificar nuestras hipótesis...
Story.Mission07.Tier3.Outro.Dialogue7  =   En el lado positivo, Grim realmente parece haberse ido para siempre ahora. Habría tenido muchas oportunidades de sabotearnos de nuevo si todavía estuviera allí, acechando en las sombras.
Story.Mission07.Tier3.Outro.Dialogue8  =  No me sorprende, parecía realmente convencido de que íbamos a fracasar. Es cierto que no es fácil, pero vamos por el buen camino.
Story.Mission07.Tier3.Outro.Dialogue9  =  Quizás al final Grim tenía razón cuando dijo que seríamos nuestra perdición. Nuestras necesidades siguen creciendo y nos hemos vuelto dependientes de tantas cosas.
Story.Mission07.Tier4.Outro.Dialogue1  =  ¡Es difícil de creer pero hemos terminado! Fue algo.
Story.Mission07.Tier4.Outro.Dialogue10  =  "Y sólo entonces se le podrá revelar la Quinta Essentia, clave de la abundancia eterna".
Story.Mission07.Tier4.Outro.Dialogue12  =  ¡Enorme! Debemos estar muy cerca ahora. ¡Naveguemos a la siguiente isla y marquemos el final de nuestro viaje!
Story.Mission07.Tier4.Outro.Dialogue2  =  ¡Y ahora por fin podemos disfrutar de nuestro merecido festín!
Story.Mission07.Tier4.Outro.Dialogue3  =  Sabes, Sybille, por extraño que parezca, me pregunto si la "lección" de Grim no nos habrá enseñado algo al final.
Story.Mission07.Tier4.Outro.Dialogue4  =  Sin este desafío de construir una colonia autosuficiente, es posible que nunca nos hubiéramos dado cuenta de lo excesivas e irrazonables que se han vuelto nuestras necesidades.
Story.Mission07.Tier4.Outro.Dialogue5  =  Suena extraño y sensato...
Story.Mission07.Tier4.Outro.Dialogue6  =  Disculpe por interrumpirlo, ¡pero Erwin logró traducir una nueva estela que encontró! A ver que dice ella...
Story.Mission07.Tier4.Outro.Dialogue7  =  Está escrito en el mismo idioma que la estela que encontramos al comienzo de nuestro viaje: "El que lea esto tendrá éxito donde muchos han fracasado".
Story.Mission07.Tier4.Outro.Dialogue8  =  "El buscador ha demostrado ser digno de secreto por las pruebas por las que ha pasado y la valentía que ha demostrado".
Story.Mission07.Tier4.Outro.Dialogue9  =  "Para adquirir el dominio del cosmos y revelar la Quinta Essentia, el buscador del secreto debe iniciarse en los misterios de los cuatro elementos".
Story.Mission07.Trains.Description  =  Instalar una línea de ferrocarril
Story.Mission08.ChargeEast.Description  =  Carga el Santuario de Aër
Story.Mission08.ChargeEast.Outro.Dialogue1  = *i1*Erwin se sienta al lado de uno de los pilares.*i2**br*Es un lugar realmente agradable. Siento que este lugar me ayuda a despejar mis pensamientos.
Story.Mission08.ChargeEast.Outro.Dialogue10  =  Los pensamientos son fluidos y maleables. Puedo invocar cualquier idea y aparecerá en mi mente.
Story.Mission08.ChargeEast.Outro.Dialogue12  =  Los pensamientos son libres y poderosos como el viento. Son ilimitados. Uno puede crear todo un mundo de pensamientos e imaginar historias para llenar libros enteros.
Story.Mission08.ChargeEast.Outro.Dialogue13  =  En primer lugar, los pensamientos dan forma al mundo. Antes de crear algo en el mundo físico, lo creamos en nuestras mentes.
Story.Mission08.ChargeEast.Outro.Dialogue14  =  Damos forma a nuestras ideas a partir de esta sustancia invisible. Y entonces esas ideas se convierten en materia. De alguna manera se vuelven más densos, más estables.
Story.Mission08.ChargeEast.Outro.Dialogue15  =  Por eso es fundamental prestar atención a los pensamientos que decidimos cultivar en nuestra mente. Tenemos la capacidad de crear cosas extraordinarias si logramos captar el potencial que yace en nuestra imaginación...
Story.Mission08.ChargeEast.Outro.Dialogue16  =  *i1*Mira a su alrededor.*i2**br*Ah, es cierto, estoy aquí, lo había olvidado... Espera, ¿dónde estaba exactamente? ¡Era fascinante!... Ah, pero yo también tengo cuerpo. se me habia olvidado por completo...
Story.Mission08.ChargeEast.Outro.Dialogue2  =  Y el delicioso aroma de las flores... Es extraño, ni siquiera veo flores por aquí.
Story.Mission08.ChargeEast.Outro.Dialogue3  =  *i1*Las hojas empiezan a arremolinarse a su alrededor.*i2**br*Estas hojas que bailan entre las columnas me inspiran. Su gracia, su ligereza. Siempre están en movimiento, nunca se quedan en un solo lugar.
Story.Mission08.ChargeEast.Outro.Dialogue4  =  *i1*Las hojas caen sobre sus rodillas._*i2**br*Siempre en movimiento y... ¡totalmente impredecible!
Story.Mission08.ChargeEast.Outro.Dialogue5  =  Y esos pájaros que vuelan en el cielo, parecen tan despreocupados. Como si estuvieran por encima de todas las limitaciones de este mundo. Me pregunto cómo hacen eso... Me pregunto cómo es volar tan alto en el cielo...
Story.Mission08.ChargeEast.Outro.Dialogue6  =  *i1*El viento empieza a levantarse._*i2**br*Ahh, la brisa en mi piel. Debe ser un poco así volar... ¡Me siento ligero!
Story.Mission08.ChargeEast.Outro.Dialogue7  =  Ni siquiera siento el hambre, el dolor en la espalda, el frío en la piel. Me siento ligero, como si estuviera flotando...
Story.Mission08.ChargeEast.Outro.Dialogue8  =  Es gracioso, estaba mirando esos pájaros y ahora casi siento que estoy volando. Todo comenzó con una idea simple.
Story.Mission08.ChargeEast.Outro.Dialogue9  =  Pero, ¿qué son los pensamientos? No puedo sostenerlos ni tocarlos y, sin embargo, son tan reales... Sin embargo, no son del mismo tipo que la materia y las cosas sólidas.
Story.Mission08.ChargeNorth.Description  = Carga el Santuario Ignis
Story.Mission08.ChargeNorth.Outro.Dialogue1  =  Extraño, ahora que me acerco a este santuario, siento calor a pesar de este paisaje de hielo que me rodea. Puedo sentir una cierta calidez irradiando sobre mí.
Story.Mission08.ChargeNorth.Outro.Dialogue10  =  Pero, ¿cómo puedo controlarlo? E incluso, realmente lo quiero... es la clave de tanto potencial...
Story.Mission08.ChargeNorth.Outro.Dialogue11  =  Tengo que dirigir esta inmensa energía hacia las cosas que amo, las cosas que sé que están bien. Este fuego no tiene voluntad propia. Tengo que canalizarlo, guiarlo por mi propia voluntad.
Story.Mission08.ChargeNorth.Outro.Dialogue12  =  *i1*Su emoción da paso a una profunda calma._*i2**br*¡Sí, eso es todo! Ahora la energía parece más armoniosa y menos caótica. Y parece... infinito... Como si todo lo que quería lograr fuera posible.
Story.Mission08.ChargeNorth.Outro.Dialogue14  =  *i1*Las cenizas se dispersan y el sol reaparece._*i2**br*¡Qué sensación tan majestuosa estar bajo este glorioso sol!
Story.Mission08.ChargeNorth.Outro.Dialogue16  =  La sensación en mi pecho se disipa... ¡Qué experiencia!
Story.Mission08.ChargeNorth.Outro.Dialogue2  =  *i1*Respira hondo.*i2**br*Tengo una sensación extraña, como si algo se estuviera quemando. Huele a fuego de leña... O tal vez a incienso...
Story.Mission08.ChargeNorth.Outro.Dialogue3  =  *i1*Levanta la mano y la coloca sobre su pecho.*i2**br*Este calor, viene de mi interior. Nunca lo había sentido antes. ¿Siempre ha estado ahí?
Story.Mission08.ChargeNorth.Outro.Dialogue4  =  De hecho, recuerdo vagamente este calor en los momentos en los que estaba motivado. O cuando había algo que me fascinaba... Solo que, esta vez, es mucho más fuerte...
Story.Mission08.ChargeNorth.Outro.Dialogue5  =  Siento que me estoy conectando con la fuente de esta inmensa energía... Es intensa... Y bastante difícil de controlar...
Story.Mission08.ChargeNorth.Outro.Dialogue6  =  ¡Toda esta energía me hace sentir invencible! ¡Siento que puedo hacer cualquier cosa! ¡Puedo lograr lo que quiera!
Story.Mission08.ChargeNorth.Outro.Dialogue7  =  *i1*Hay cenizas flotando en el aire.*i2**br*Pero al mismo tiempo... este fuego que me quema por dentro podría consumirme. Es mucho más fuerte que yo que podría volverme loco.
Story.Mission08.ChargeNorth.Outro.Dialogue8  =  *i1*Siente que la ira crece en él.*i2**br* ¡Siento que esta fuerza quiere hacerse cargo! ¡Puedo sentir lo peligrosa que es! Puede cegarme e incluso corromper mi alma. Puede convertirse en una fuerza imparable y destruir todo a su paso...
Story.Mission08.ChargeNorth.Outro.Dialogue9  =  Este fuego tiene el potencial de llevarme a los mayores logros, o al caos y la destrucción... No puedo permitir que eso suceda...
Story.Mission08.ChargePortal.Description  =  Carga el portal de éter
Story.Mission08.ChargePortal.Outro.Dialogue1  = Extraño, la tableta decía que el gran secreto debería ser revelado ahora. Y sin embargo, no pasa nada...
Story.Mission08.ChargePortal.Outro.Dialogue10  =  Dan lugar a la naturaleza de todas las cosas. Cómo nos sentimos por dentro, cómo actuamos en el mundo... Comprender su influencia sobre nosotros y cómo podemos equilibrarlos es clave.
Story.Mission08.ChargePortal.Outro.Dialogue11  =  Siento la presencia de un quinto elemento. Es sutil, etéreo, fundamental y diferente a los demás...
Story.Mission08.ChargePortal.Outro.Dialogue12  =  Este quinto elemento es la unidad que surge del dominio de los cuatro elementos. Sin embargo, excede la suma de lo que lo constituye.
Story.Mission08.ChargePortal.Outro.Dialogue13  =  *i1*Cierra los ojos y respira hondo.*i2**br*¡Esta fuerza invisible es nuestra naturaleza profunda, nuestra verdadera esencia! Es como el oro, la parte más fina y preciosa de todas las cosas.
Story.Mission08.ChargePortal.Outro.Dialogue14  =  Da vida a todo lo que existe. Es la esencia misma del mundo. La mente...
Story.Mission08.ChargePortal.Outro.Dialogue15  =  Esto es lo que es Quinta Essentia. La quintaesencia, inefable, omnipresente y paradójicamente escondida a plena luz del día...
Story.Mission08.ChargePortal.Outro.Dialogue16  =  *i1*Extiende sus brazos.*i2**br*Nos hace descubrir nuestro lugar en el cosmos. Nos muestra que somos íntimamente parte del mundo que nos rodea.
Story.Mission08.ChargePortal.Outro.Dialogue17  =  El secreto de la antigua leyenda no estaba destinado a controlar los elementos para tener recursos ilimitados. No...
Story.Mission08.ChargePortal.Outro.Dialogue18  =  ¡Lo que se nos da es aún más poderoso! Nos lleva a una comprensión más profunda del mundo y de nuestra verdadera naturaleza. Nos muestra cómo podemos vivir en armonía con nosotros mismos y el mundo que nos rodea.
Story.Mission08.ChargePortal.Outro.Dialogue19  =  La naturaleza siempre ha sido generosa con nosotros. Si aprendemos a vivir en armonía con él, a conservarlo ya adaptarnos a él, todos tendremos lo que necesitamos.
Story.Mission08.ChargePortal.Outro.Dialogue2  =  Básicamente, ¿qué estamos buscando? ¿Qué es Quinta Esencia? ¿Qué podría realmente otorgarnos abundancia y armonía eternas? ¿Un objeto imbuido de hechizos y poderes mágicos? Realmente nunca pensé en eso...
Story.Mission08.ChargePortal.Outro.Dialogue20  =  *i1*Les autres reviennent pour faire part de leurs expériences.*i2**br* Je suis heureux de tous voir revoir... J'ai trouvé la Quinta Essentia... Je ne sais même pas comment expliquer ce qui s' ha pasado.
Story.Mission08.ChargePortal.Outro.Dialogue21  = Creo que nosotros también lo sentimos...
Story.Mission08.ChargePortal.Outro.Dialogue22  =  Sí, de hecho creo que el precioso secreto se reveló a todos nosotros al mismo tiempo.
Story.Mission08.ChargePortal.Outro.Dialogue23  =  Fue realmente diferente de lo que esperaba y realmente superó mis expectativas.
Story.Mission08.ChargePortal.Outro.Dialogue24  =  *i1*Iluminados por la luz del sol, notaron palabras talladas en la roca.*i2**br* "Te hemos concedido nuestro secreto más querido. Que lo honres con tus acciones. Permanezca contigo para siempre y te guíe en tu camino en este mundo."
Story.Mission08.ChargePortal.Outro.Dialogue25  =  "Ahora adelante, atraviesa el portal y escribe tu propia historia".
Story.Mission08.ChargePortal.Outro.Dialogue3  =  ¿Y si no hubiera nada? ¿Y si todo fuera solo un sueño loco? ¿Hubiera llevado a todos a la ruina en este páramo helado? Desperdiciamos toda nuestra energía y recursos... para nada...
Story.Mission08.ChargePortal.Outro.Dialogue4  =  *i1*Se mareó y cayó de rodillas.*i2**br*¡¿Por qué hicimos este estúpido viaje?! Nos hemos vuelto tan dependientes y codiciosos de las cosas materiales. Tenemos más posesiones que nunca y, sin embargo, todavía nos falta algo para ser felices...
Story.Mission08.ChargePortal.Outro.Dialogue5  =  *i1*Il se met à sangloter de désespoir.*i2**br*Je ne sais pas ce que je suis censé faire maintenant... Il n'y a rien de plus que je puisse faire... J'ai necesidad de ayuda...
